date,day_of_week,episode_number,week,day_in_week,phase,week_title,academic_focus,fixed_events,weekly_event_anchors,arc_turn,narrative_beat,continuity_handoff
2026-01-13,Tuesday,166,24,5,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",Spring add-drop ends,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,"Simone asks what Malik wants outside achievement; he gives an honest, unfinished answer about stability and family.",
2026-01-14,Wednesday,167,24,6,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,Nia sees Malik return smiling and realizes she had expected him to remain emotionally where she left him in fall.,
2026-01-15,Thursday,168,24,7,spring_classes,Volumes and Openings,"Area, volume by disks and washers, and shell-method reasoning",,Heritage Tip-Off doubleheader | Add-drop deadline | Malik and Simone's first official date,Malik begins the spring relationship; Nia recognizes that her reaction is more than protective friendship.,"She tells Keisha she may have feelings for Malik, and Keisha refuses to turn that discovery into a plan to interfere.",MLK service weekend will make Malik and Simone visible as a couple while Nia begins her own competitive application.
2026-01-16,Friday,169,25,1,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.",The friends volunteer at a neighborhood food distribution site where Nia notices route congestion the research map omitted.,
2026-01-17,Saturday,170,25,2,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.",Simone and Malik work the same station well together and agree afterward that they are dating exclusively.,
2026-01-18,Sunday,171,25,3,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.","Nia congratulates them sincerely, then takes a long route back to campus so she does not have to perform being unaffected.",
2026-01-19,Monday,172,25,4,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",Martin Luther King Jr. Day - university closed,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.","A work-integral problem gives Nia a concrete way to include distance, load, and access in the evacuation project.",
2026-01-20,Tuesday,173,25,5,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.","Dr. Price tells the team the regional symposium will judge a question and method, not the nobility of their intentions.",
2026-01-21,Wednesday,174,25,6,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.",Keisha agrees to enter as coauthor after Nia rewrites the application to name her coding and data decisions explicitly.,
2026-01-22,Thursday,175,25,7,spring_classes,Work Worth Doing,"Arc length, surface area, and work integrals",,Martin Luther King Jr. service day | Basketball road games | Symposium application opens,"Malik and Simone become official, and Nia commits her flood model to the regional symposium track.","Malik finds Nia's draft in the shared lab, praises its sharper question, and leaves before she can turn the exchange intimate.","The research challenge now has a deadline, while Malik's relationship has boundaries Nia must respect."
2026-01-23,Friday,176,26,1,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.","Dr. Delgado presents three integrals that look alike but require different decisions, frustrating students who want a recipe.",
2026-01-24,Saturday,177,26,2,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.",Keisha finds duplicate evacuation records that make Nia's encouraging first graph unreliable.,
2026-01-25,Sunday,178,26,3,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.",Nia discards the graph in front of the team instead of hiding the flaw until after the application deadline.,
2026-01-26,Monday,179,26,4,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.",Malik attends Simone's data-finance panel and asks a question that supports her work without redirecting attention to himself.,
2026-01-27,Tuesday,180,26,5,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.","At the basketball game, Nia sits with Julian by coincidence and discovers they can discuss band travel without relitigating the breakup.",
2026-01-28,Wednesday,181,26,6,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.","Malik sees them together, notices his old jealousy, and chooses to ask Nia about it directly rather than assume.",
2026-01-29,Thursday,182,26,7,spring_classes,Choosing a Method,Integration by parts and method selection,,Basketball home weekend | Research-team data audit | Porter Center career panel,"Nia's project survives its first serious audit, and Malik begins investing in a relationship rather than merely enjoying one.","Nia says the conversation was closure, then recognizes that she wants Malik to care for reasons she has no right to demand.",A difficult integration unit and the first research selection will test all three new boundaries.
2026-01-30,Friday,183,27,1,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.",Nia misapplies a trig identity on the board and must let another student finish the solution she began confidently.,
2026-01-31,Saturday,184,27,2,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.","The research proposal advances, but reviewer notes say the human decision assumptions are still vague.",
2026-02-01,Sunday,185,27,3,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.",Keisha leaves rehearsal early for an indoor track meet after Nia assumes the team will work through the weekend.,
2026-02-02,Monday,186,27,4,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.","Keisha runs a personal best, reminding Nia that her collaborator has goals that do not orbit the project.",
2026-02-03,Tuesday,187,27,5,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.",Malik and Simone take a short road trip to a basketball game and discover they disagree about planning every hour of travel.,
2026-02-04,Wednesday,188,27,6,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.",They laugh through the disagreement rather than treating compatibility as sameness.,
2026-02-05,Thursday,189,27,7,spring_classes,Identity in the Integral,"Trigonometric integrals, trigonometric substitution, and algebraic identities",,Away basketball weekend | Campus research selection | Keisha's indoor track meet,"Nia's proposal advances to the campus round, and Keisha's independent success prevents the research team from becoming Nia's possession.",Nia rewrites the research schedule around shared ownership and asks Julian to advise only on public visualization.,A research conference and Calculus II test arrive during the opening of spring sports.
2026-02-06,Friday,190,28,1,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.",The Calculus II test asks students to choose and justify an integration method before computing.,
2026-02-07,Saturday,191,28,2,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.",Nia leaves one partial-fractions problem incomplete but writes a correct setup instead of filling the page with guesses.,
2026-02-08,Sunday,192,28,3,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.","At the Mathematics Futures Conference, first-year students present imperfect projects and answer serious questions.",
2026-02-09,Monday,193,28,4,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.",A panel on national laboratories shows Nia that mathematical communication can influence infrastructure decisions.,
2026-02-10,Tuesday,194,28,5,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.","Imani opens softball season with an error and a game-winning double, refusing the reporter's attempt to erase one with the other.",
2026-02-11,Wednesday,195,28,6,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.",Nia tells Keisha she wants the symposium fellowship badly enough that losing will hurt; Keisha says that honesty will improve the work.,
2026-02-12,Thursday,196,28,7,spring_classes,The Room Beyond the Classroom,"Partial fractions, numerical integration, and test one",,Southeastern Mathematics Futures Conference | Softball opening weekend | Basketball doubleheader,"Nia encounters real undergraduate research culture and decides she wants the fellowship, not merely the experience.",Malik misses the conference for a planned day with Simone but reads Nia's notes later without making the choice a moral test.,Valentine's week will make the reversed romantic positions impossible for Nia to ignore.
2026-02-13,Friday,197,29,1,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.",Nia jokes through Valentine's displays until a campus-radio dedication reminds her how much she once wanted public romance.,
2026-02-14,Saturday,198,29,2,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.","Malik gives Simone a small notebook containing questions they have not yet had time to answer, not a grand public gesture.",
2026-02-15,Sunday,199,29,3,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.",Nia pitches the flood model and is asked why the team assumes every driver receives and trusts the same warning.,
2026-02-16,Monday,200,29,4,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.","She becomes defensive, and Keisha answers the question more honestly than Nia does.",
2026-02-17,Tuesday,201,29,5,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.","At baseball's opening series, a delayed weather alert gives the team a real example of unequal information flow.",
2026-02-18,Wednesday,202,29,6,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.","Julian offers to test message designs with campus-media volunteers, and Nia accepts under a written project role.",
2026-02-19,Thursday,203,29,7,spring_classes,Valentine's Data,"Improper integrals, convergence of unbounded quantities, and test corrections",,Valentine's Day | Baseball opening series | Research proposal pitch,"Malik and Simone deepen their relationship, while Nia's first public research pitch exposes a major weakness.",Nia apologizes to Keisha for treating criticism like disloyalty and rebuilds the proposal around communication failure.,A national-lab preview and the transition to infinite sequences will expand the project's scale.
2026-02-20,Friday,204,30,1,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.",Dr. Delgado introduces sequences by asking whether repeated small updates approach a stable warning time.,
2026-02-21,Saturday,205,30,2,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.",Delta National Laboratory scientists brief students on summer storm-surge work and require multidisciplinary teams.,
2026-02-22,Sunday,206,30,3,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.",Nia reshapes the project toward iterative route updates instead of one static evacuation map.,
2026-02-23,Monday,207,30,4,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.",Simone tells Malik she applied for a summer internship in London and does not soften how badly she wants it.,
2026-02-24,Tuesday,208,30,5,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.",Malik supports the application but privately calculates how a long-distance relationship could fit before asking whether she wants one.,
2026-02-25,Wednesday,209,30,6,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.","Baseball and softball overlaps force Imani, DJ, and Keisha to trade study coverage rather than attend every event together.",
2026-02-26,Thursday,210,30,7,spring_classes,The First Infinite Question,"Sequences, monotonicity, boundedness, and limits of sequences",,Delta National Laboratory virtual briefing | Packed baseball-softball weekend | Simone's internship application,"The summer lab path opens, and Simone's international ambition introduces a future Malik did not include in his plans.",Nia sees Malik and Simone planning interview practice and recognizes that loving someone's ambition can move them away from you.,"Series and convergence tests will parallel, but not replace, decisions about which efforts can continue."
2026-02-27,Friday,211,31,1,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.","Nia connects a geometric series to repeated warning reach, then learns the model still overestimates households with limited internet access.",
2026-02-28,Saturday,212,31,2,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.",Julian records community interviews that contradict the team's assumptions about trust and official messages.,
2026-03-01,Sunday,213,31,3,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.",The project wins the campus semifinal because the team names what it does not yet know.,
2026-03-02,Monday,214,31,4,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.","McCall-Hart's women win the rivalry basketball finale, while the men's team loses on a final missed shot.",
2026-03-03,Tuesday,215,31,5,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.",The shared crowd must hold triumph and disappointment without reducing either team to the other's result.,
2026-03-04,Wednesday,216,31,6,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.",Simone receives a London interview and tells Malik she cannot promise a summer decision before she has an offer.,
2026-03-05,Thursday,217,31,7,spring_classes,What Converges,"Infinite series, geometric series, divergence, and the integral test",,Rivalry basketball finale | Research campus semifinal | Guest talk on disaster communication,"Nia's team reaches the regional presentation stage, and Malik realizes Simone's summer plans may not include their relationship.","Malik asks whether they are planning a relationship or preserving a pleasant semester, and Simone says they need more evidence.",Conference tournament pressure and spring break will separate the characters long enough to expose mistaken assumptions.
2026-03-06,Friday,218,32,1,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,Dr. Delgado requires students to defend which convergence test they chose before showing any algebra.,
2026-03-07,Saturday,219,32,2,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,Nia's team receives regional symposium acceptance and a final-round fellowship interview slot.,
2026-03-08,Sunday,220,32,3,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,Julian designs an animated route map that makes the research understandable without turning Nia into the project's sole hero.,
2026-03-09,Monday,221,32,4,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,"McCall-Hart's women's basketball team reaches the conference final, and Keisha travels with the student pep group after completing her code review.",
2026-03-10,Tuesday,222,32,5,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,"The women lose a close final but earn a postseason invitation, giving campus a future beyond the immediate result.",
2026-03-11,Wednesday,223,32,6,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,"Simone's London interview goes well; Malik congratulates her, then admits he hoped the opportunity would become less real.",
2026-03-12,Thursday,224,32,7,spring_classes,Tests of Convergence,"Comparison, ratio, root, and alternating-series tests",,Conference basketball tournament | Symposium acceptance | Simone's London interview,Nia earns a symposium place while Malik and Simone begin confronting an incompatibility that affection cannot solve.,"They decide not to force a spring breakup before they know the offer, but the relationship no longer feels uncomplicated.",Spring break brings Nia and Julian into close project work and gives Malik too much room to misread it.
2026-03-13,Friday,225,33,1,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.",Nia stays on campus for two break days to rebuild the presentation with Keisha and Julian.,
2026-03-14,Saturday,226,33,2,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.","Julian interviews Nia about the breakup between elegant models and messy human behavior, and the answer applies to more than research.",
2026-03-15,Sunday,227,33,3,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.",A still image of Nia and Julian laughing over edits reaches Malik without the context of the full team in the room.,
2026-03-16,Monday,228,33,4,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",Spring break begins,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.","Malik says nothing and becomes distant during Simone's interview practice, making her pay for a feeling she did not cause.",
2026-03-17,Tuesday,229,33,5,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.",Simone asks directly whether Malik is jealous of Julian; Malik admits he is and does not defend it.,
2026-03-18,Wednesday,230,33,6,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.",Nia goes home to Huntsville and tells her mother that working with Julian felt safe precisely because the relationship is over.,
2026-03-19,Thursday,231,33,7,spring_break,"Spring Break, Old Angles","Power-series preview, approximation error, and research revision",,Spring break | Postseason basketball | Project documentary work,"Julian and Nia prove they can collaborate without reuniting, while Malik's jealousy reveals feelings he has not resolved.","The friends return to campus with a stronger project, a strained spring relationship, and no romantic confrontation yet.",A Delta National Laboratory visit will force the research team and both romantic histories into one trip.
2026-03-20,Friday,232,34,1,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",Spring break ends,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.",Nia uses a power-series approximation to speed one local calculation and must state where the approximation stops being reliable.,
2026-03-21,Saturday,233,34,2,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.","At Delta National Laboratory, the team tours the supercomputing floor and hears a talk on uncertainty communication.",
2026-03-22,Sunday,234,34,3,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.",Malik joins the trip as an actuarial student and asks how agencies price rare risks without pretending the estimates are certain.,
2026-03-23,Monday,235,34,4,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.",Nia and Malik co-answer a scientist's question with the old ease that first formed during Summer Bridge.,
2026-03-24,Tuesday,236,34,5,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.",Simone watches the exchange without blaming Nia and later asks Malik whether part of him has remained unavailable all spring.,
2026-03-25,Wednesday,237,34,6,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.","Keisha opens outdoor track with a strong relay split, while Imani's softball team sweeps a road series after two one-run games.",
2026-03-26,Thursday,238,34,7,spring_classes,Radius of Influence,"Power series, radius and interval of convergence, and approximation error",,Delta National Laboratory research visit | Baseball-softball road series | Track outdoor opener,"The lab visit validates the project direction, while Simone sees that Malik and Nia's connection is unresolved.","Malik tells Simone he does not know what his connection with Nia means, which is honest but not harmless.",Nia's final rehearsal and Simone's internship decision will remove the shelter of uncertainty.
2026-03-27,Friday,239,35,1,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.",Nia gives a technically dense rehearsal that leaves a community reviewer unable to say what decision the model supports.,
2026-03-28,Saturday,240,35,2,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.",Dr. Price stops the talk at minute six and tells Nia that correctness without audience understanding is unfinished work.,
2026-03-29,Sunday,241,35,3,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.","Julian removes half the animation rather than adding spectacle, and Keisha rewrites the live demonstration around one household's choices.",
2026-03-30,Monday,242,35,4,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.",Simone receives the London offer and accepts before discussing it with Malik because the career decision is hers.,
2026-03-31,Tuesday,243,35,5,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.","Malik is proud and hurt, then recognizes that he had treated consultation as proof of commitment.",
2026-04-01,Wednesday,244,35,6,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.","Imani commits an error in the softball rivalry opener and responds with disciplined defense in the next two games, not a miraculous home run.",
2026-04-02,Thursday,245,35,7,spring_classes,Approximation Is Not Arrival,"Taylor and Maclaurin series, polynomial approximation, and error bounds",,Symposium rehearsal | Softball rivalry series | London internship offer,"Nia's polished presentation fails in rehearsal, and Simone receives the offer that makes her spring choice concrete.","Nia's second rehearsal lands, but she learns that a strong performance still cannot guarantee the fellowship.","Withdrawal week, parametric motion, and Simone's decision will bring the spring relationship to its end."
2026-04-03,Friday,246,36,1,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",Spring course-withdrawal deadline,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,Parametric curves show the class how two quantities can share time without following the same path.,
2026-04-04,Saturday,247,36,2,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,Simone tells Malik that London is not the only issue: she has felt him comparing their relationship with an unfinished possibility.,
2026-04-05,Sunday,248,36,3,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,Malik apologizes without asking her to stay and admits he entered spring believing moving forward meant never looking back.,
2026-04-06,Monday,249,36,4,spring_classes,Different Parameters,"Parametric equations, velocity, acceleration, and arc length",,Course withdrawal deadline | Simone and Malik's breakup | Research final submission,Simone ends the relationship with agency and care; Malik refuses to move immediately toward Nia.,"They end the relationship at Porter Center, sad and respectful, with no promise to resume after summer.",
